assists,games,goals,understat_id,key_passes,npg,npxG,name,position,red_cards,shots,team,minutes,xA,xG,xGBuildup,xGChain,yellow_cards,xG90,xA90
0,1,2,838,2,2,0.96,Sadio Mané,F,0,4,LIV,84,0.12,0.96,0.8,1.82,0,1.03,0.13
0,1,2,6026,0,2,0.6,Richarlison,M,0,2,EVE,89,0.0,0.6,0.0,0.06,1,0.61,0.0
0,1,2,1723,1,2,0.27,Roberto Pereyra,M,0,4,WAT,89,0.32,0.27,0.16,0.71,0,0.27,0.33
0,1,1,757,0,1,0.1,Jeffrey Schlupp,M,0,1,CRY,90,0.0,0.1,0.07,0.18,1,0.1,0.0
1,1,1,6853,1,1,0.14,Rúben Neves,M,0,3,WOL,90,0.27,0.14,0.36,0.65,0,0.14,0.27
0,1,1,4105,1,1,0.63,Raúl Jiménez,F,0,3,WOL,90,0.02,0.63,0.0,0.65,0,0.63,0.02
0,1,1,3635,0,1,0.11,Bernardo Silva,M,0,1,MCI,90,0.0,0.11,0.69,0.79,0,0.11,0.0
0,1,1,1683,3,1,0.55,Ryan Fraser,M,0,2,BOU,90,0.47,0.55,0.0,0.76,0,0.55,0.47
0,1,1,1389,0,0,0.0,Jorginho,M,0,1,CHE,90,0.0,0.76,0.05,0.05,0,0.76,0.0
0,1,1,1250,2,1,1.55,Mohamed Salah,F,0,4,LIV,89,0.13,1.55,0.0,1.61,0,1.57,0.13
0,1,1,1006,1,1,0.16,Luke Shaw,D,0,2,MUN,90,0.04,0.16,0.04,0.2,0,0.16,0.04
0,1,1,866,2,1,0.56,Joselu,F,0,2,NEW,61,0.01,0.56,0.0,0.57,1,0.83,0.02
0,1,1,1740,0,0,0.02,Paul Pogba,M,0,2,MUN,85,0.0,0.78,0.3,0.32,0,0.83,0.0
0,1,1,755,1,1,1.23,Jamie Vardy,S,0,2,LEI,26,0.1,1.23,0.0,1.33,0,4.26,0.34
0,1,1,687,1,1,0.28,Pedro,F,0,1,CHE,82,0.06,0.28,0.15,0.49,0,0.31,0.06
0,1,1,645,0,1,0.58,Dele Alli,M,0,2,TOT,82,0.0,0.58,0.13,0.71,0,0.64,0.0
0,1,1,640,0,1,0.51,Jan Vertonghen,D,0,1,TOT,90,0.0,0.51,0.56,0.56,0,0.51,0.0
0,1,1,618,1,1,0.2,Raheem Sterling,M,0,3,MCI,90,0.07,0.2,0.11,0.38,1,0.2,0.07
0,1,1,522,0,1,0.61,Wilfried Zaha,F,0,3,CRY,90,0.0,0.61,0.13,0.73,1,0.61,0.0
0,1,1,483,0,1,0.76,Daniel Sturridge,S,0,2,LIV,1,0.0,0.76,0.0,0.08,0,68.74,0.0
0,1,1,751,0,1,0.1,N&#039;Golo Kanté,M,0,1,CHE,90,0.0,0.1,0.05,0.15,0,0.1,0.0
1,1,1,468,1,1,0.8,Callum Wilson,F,0,6,BOU,90,0.51,1.56,0.21,0.95,0,1.56,0.51
0,1,0,3304,0,0,0.0,Maxime Le Marchand,D,0,0,FUL,90,0.0,0.0,0.02,0.02,0,0.0,0.0
1,1,0,3600,1,0,0.06,Serge Aurier,D,0,1,TOT,90,0.43,0.06,0.56,0.62,0,0.06,0.43
0,1,0,3428,0,0,0.04,Hélder Costa,F,0,2,WOL,74,0.0,0.04,0.0,0.04,0,0.05,0.0
0,1,0,3422,0,0,0.02,João Moutinho,M,0,1,WOL,88,0.0,0.02,0.63,0.65,0,0.02,0.0
2,1,0,3389,2,0,0.11,Benjamin Mendy,D,0,2,MCI,90,0.18,0.11,0.33,0.51,0,0.11,0.18
0,1,0,3312,1,0,0.03,Jean Michael Seri,M,0,1,FUL,84,0.03,0.03,0.25,0.31,0,0.03,0.04
0,1,0,3276,0,0,0.0,Rachid Ghezzal,S,0,0,LEI,26,0.0,0.0,0.06,0.06,0,0.0,0.0
0,1,0,3303,2,0,0.02,Ricardo Pereira,M,0,1,LEI,90,0.37,0.02,1.0,1.28,0,0.02,0.37
0,1,0,3293,0,0,0.1,Lucas Moura,M,0,1,TOT,70,0.0,0.1,0.13,0.23,0,0.13,0.0
0,1,0,3277,0,0,0.16,Alexandre Lacazette,S,0,2,ARS,32,0.0,0.16,0.02,0.18,0,0.44,0.0
0,1,0,2587,0,0,0.0,Fabri,GK,0,0,FUL,90,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,2498,0,0,0.73,Aymeric Laporte,D,0,2,MCI,90,0.0,0.73,0.04,0.04,0,0.73,0.0
0,1,0,2385,0,0,0.0,Mat Ryan,GK,0,0,BHA,90,0.0,0.0,0.05,0.05,0,0.0,0.0
0,1,0,4027,0,0,0.0,Sol Bamba,M,0,0,CAR,90,0.0,0.0,0.11,0.11,0,0.0,0.0
0,1,0,3800,0,0,0.26,Steve Mounie,F,0,2,HUD,90,0.0,0.26,0.03,0.04,0,0.26,0.0
0,1,0,5215,1,0,0.0,Florent Hadergjonaj,M,0,0,HUD,90,0.07,0.0,0.0,0.07,0,0.0,0.07
0,1,0,4395,1,0,0.0,Junior Hoilett,M,0,0,CAR,90,0.03,0.0,0.32,0.32,0,0.0,0.03
0,1,0,4422,1,0,0.01,Ashley Barnes,S,0,1,BUR,13,0.12,0.01,0.0,0.13,0,0.08,0.85
0,1,0,4456,0,0,0.07,Chris Wood,F,0,2,BUR,74,0.0,0.07,0.11,0.15,0,0.08,0.0
0,1,0,4471,1,0,0.06,Mohamed Diamé,M,0,1,NEW,90,0.04,0.06,0.4,0.49,1,0.06,0.04
0,1,0,4497,0,0,0.03,Anthony Knockaert,M,0,1,BHA,90,0.0,0.03,0.07,0.1,0,0.03,0.0
0,1,0,4866,2,0,0.14,Aboubakar Kamara,S,0,2,FUL,27,0.04,0.14,0.02,0.17,0,0.45,0.12
0,1,0,4883,0,0,0.0,Bruno Ecuele Manga,D,0,0,CAR,90,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,5043,0,0,0.0,Kiko Femenía,S,0,0,WAT,1,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,5061,0,0,0.0,Kepa,GK,0,0,CHE,90,0.0,0.0,0.28,0.28,0,0.0,0.0
0,1,0,2280,0,0,0.03,Jonny,M,0,1,WOL,79,0.0,0.03,0.0,0.03,0,0.03,0.0
0,1,0,5245,0,0,0.0,Bernardo,D,0,0,BHA,90,0.0,0.0,0.12,0.12,1,0.0,0.0
0,1,0,5247,1,0,0.02,Naby Keita,M,0,1,LIV,90,0.14,0.02,1.81,1.95,0,0.02,0.14
0,1,0,5543,0,0,0.0,Gabriel Jesus,S,0,0,MCI,7,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,5545,1,0,0.05,Wilfred Ndidi,M,0,2,LEI,90,0.06,0.05,0.06,0.1,0,0.05,0.06
0,1,0,2344,1,0,0.02,Christian Atsu,S,0,1,NEW,19,0.09,0.02,0.0,0.11,0,0.09,0.41
0,1,0,1746,0,0,0.21,Jeff Hendrick,M,0,2,BUR,77,0.0,0.21,0.13,0.18,0,0.25,0.0
0,1,0,2274,2,0,0.02,Luciano Vietto,S,0,1,FUL,17,0.14,0.02,0.02,0.17,0,0.11,0.72
0,1,0,1699,0,0,0.01,Shkodran Mustafi,D,0,1,ARS,90,0.0,0.01,0.04,0.04,0,0.01,0.0
0,1,0,1621,1,0,0.66,Marcos Alonso,D,0,3,CHE,90,0.13,0.66,0.39,0.53,0,0.66,0.13
0,1,0,1652,0,0,0.02,Matthew Lowton,D,0,1,BUR,90,0.0,0.02,0.14,0.14,0,0.02,0.0
1,1,0,1653,1,0,0.03,Michael Keane,D,0,2,EVE,90,0.54,0.03,0.0,0.0,0,0.03,0.54
0,1,0,1654,1,0,0.04,Ben Mee,D,0,1,BUR,90,0.17,0.04,0.02,0.02,0,0.04,0.17
0,1,0,1655,0,0,0.08,Stephen Ward,D,0,1,BUR,90,0.0,0.08,0.02,0.02,0,0.08,0.0
0,1,0,1660,2,0,0.06,Andre Gray,F,0,2,WAT,76,0.14,0.06,0.08,0.26,0,0.07,0.16
0,1,0,1661,0,0,0.12,Sam Vokes,S,0,1,BUR,16,0.0,0.12,0.0,0.12,0,0.69,0.0
0,1,0,1663,2,0,0.29,Johann Berg Gudmundsson,M,0,3,BUR,88,0.05,0.29,0.0,0.24,0,0.29,0.05
0,1,0,1665,1,0,0.03,James Tarkowski,D,0,1,BUR,90,0.03,0.03,0.0,0.0,0,0.03,0.03
0,1,0,1676,0,0,0.0,David Luiz,D,0,0,CHE,90,0.0,0.0,0.05,0.05,1,0.0,0.0
0,1,0,1687,0,0,0.0,Harry Maguire,D,0,0,LEI,90,0.0,0.0,0.02,0.02,0,0.0,0.0
1,1,0,1688,2,0,0.0,Andrew Robertson,D,0,0,LIV,90,0.85,0.0,0.94,1.72,0,0.0,0.85
0,1,0,1691,0,0,0.0,Robert Snodgrass,S,0,0,WHU,42,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,1724,2,0,0.0,Isaac Success,S,0,0,WAT,14,0.11,0.0,0.02,0.11,0,0.0,0.69
0,1,0,2065,0,0,0.0,Vicente Iborra,S,0,0,LEI,9,0.0,0.0,0.06,0.06,0,0.0,0.0
0,1,0,1725,0,0,0.36,Christian Kabasele,D,0,2,WAT,90,0.0,0.36,0.0,0.0,0,0.36,0.0
0,1,0,1726,2,0,0.0,Abdoulaye Doucouré,M,0,0,WAT,90,0.1,0.0,0.0,0.06,0,0.0,0.1
0,1,0,1735,1,0,0.08,Jack Stephens,D,0,1,SOU,90,0.01,0.08,0.21,0.3,0,0.08,0.01
