fpl_id,name,team,position,price,total_points,minutes,PP90,PP90PM,goals,assists,clean_sheets,bonus,bps,form,goals_conceded,yellow_cards,red_cards,saves,penalties_missed,penalties_saved,team_code
27,Steve Cook,BOU,D,4.5,6,90,6.0,1.33,0,0,1,0,25,6.0,0,0,0,0,0,0,91
28,Daniels,BOU,D,4.5,5,90,5.0,1.11,0,0,1,0,22,5.0,0,1,0,0,0,0,91
29,Adam Smith,BOU,D,4.5,6,90,6.0,1.33,0,0,1,0,25,6.0,0,0,0,0,0,0,91
47,Ryan,BHA,GK,4.5,2,90,2.0,0.44,0,0,0,0,15,2.0,2,0,0,3,0,0,36
48,Dunk,BHA,D,4.5,1,90,1.0,0.22,0,0,0,0,14,1.0,2,0,0,0,0,0,36
49,Duffy,BHA,D,4.5,1,90,1.0,0.22,0,0,0,0,16,1.0,2,0,0,0,0,0,36
50,Bruno,BHA,D,4.5,1,25,3.6,0.8,0,0,0,0,6,1.0,0,0,0,0,0,0,36
51,Bong,BHA,D,4.5,1,64,1.41,0.31,0,0,0,0,10,1.0,2,0,0,0,0,0,36
483,Jonny,WOL,D,4.5,1,75,1.2,0.27,0,0,0,0,6,1.0,2,0,0,0,0,0,39
56,Stephens,BHA,M,4.5,1,90,1.0,0.22,0,0,0,0,14,1.0,2,1,0,0,0,0,36
454,Patrício,WOL,GK,4.5,2,90,2.0,0.44,0,0,0,0,14,2.0,2,0,0,3,0,0,39
423,Boly,WOL,D,4.5,1,90,1.0,0.22,0,0,0,0,19,1.0,2,0,0,0,0,0,39
192,Schindler,HUD,D,4.5,0,90,0.0,0.0,0,0,0,0,6,0.0,3,1,0,0,0,0,38
195,Zanka,HUD,D,4.5,1,90,1.0,0.22,0,0,0,0,23,1.0,3,0,0,0,0,0,38
430,Coady,WOL,D,4.5,1,90,1.0,0.22,0,0,0,0,14,1.0,2,0,0,0,0,0,39
197,Hadergjonaj,HUD,D,4.5,1,90,1.0,0.22,0,0,0,0,12,1.0,3,0,0,0,0,0,38
198,Kongolo,HUD,D,4.5,0,90,0.0,0.0,0,0,0,0,7,0.0,3,1,0,0,0,0,38
201,Hogg,HUD,M,4.5,2,90,2.0,0.44,0,0,0,0,18,2.0,3,0,0,0,0,0,38
202,Billing,HUD,M,4.5,2,90,2.0,0.44,0,0,0,0,16,2.0,3,0,0,0,0,0,38
215,Morgan,LEI,D,4.5,1,90,1.0,0.22,0,0,0,0,16,1.0,2,0,0,0,0,0,13
226,Amartey,LEI,M,4.5,1,62,1.45,0.32,0,0,0,0,6,1.0,1,1,0,0,0,0,13
303,McTominay,MUN,M,4.5,1,14,6.43,1.43,0,0,0,0,3,1.0,1,0,0,0,0,0,1
310,Yedlin,NEW,D,4.5,1,90,1.0,0.22,0,0,0,0,6,1.0,2,0,0,0,0,0,4
311,Clark,NEW,D,4.5,1,90,1.0,0.22,0,0,0,0,9,1.0,2,0,0,0,0,0,4
313,Dummett,NEW,D,4.5,1,90,1.0,0.22,0,0,0,0,8,1.0,2,0,0,0,0,0,4
193,Löwe,HUD,D,4.5,1,70,1.29,0.29,0,0,0,0,9,1.0,2,0,0,0,0,0,38
158,Jagielka,EVE,D,4.5,-3,39,-6.92,-1.54,0,0,0,0,-5,-3.0,2,0,1,0,0,0,11
160,Holgate,EVE,D,4.5,0,47,0.0,0.0,0,0,0,0,8,0.0,2,0,0,0,0,0,11
167,Schneiderlin,EVE,M,4.5,2,90,2.0,0.44,0,0,0,0,14,2.0,2,0,0,0,0,0,11
9,Chambers,FUL,D,4.5,1,90,1.0,0.22,0,0,0,0,22,1.0,2,0,0,0,0,0,54
183,McDonald,FUL,M,4.5,1,90,1.0,0.22,0,0,0,0,16,1.0,2,1,0,0,0,0,54
189,Kamara,FUL,F,4.5,1,29,3.1,0.69,0,0,0,0,2,1.0,1,0,0,0,0,0,54
443,Souaré,CRY,D,4.5,1,1,90.0,20.0,0,0,0,0,3,1.0,0,0,0,0,0,0,31
455,Le Marchand,FUL,D,4.5,1,90,1.0,0.22,0,0,0,0,20,1.0,2,0,0,0,0,0,54
460,Christie,FUL,D,4.5,1,90,1.0,0.22,0,0,0,0,12,1.0,2,0,0,0,0,0,54
474,Fabri,FUL,GK,4.5,3,90,3.0,0.67,0,0,0,0,20,3.0,2,0,0,7,0,0,54
431,Vinagre,WOL,D,4.5,1,14,6.43,1.43,0,0,0,0,3,1.0,0,0,0,0,0,0,39
145,Wan-Bissaka,CRY,D,4.1,12,90,12.0,2.93,0,1,1,3,38,12.0,0,0,0,0,0,0,31
427,Bennett,WOL,D,4.0,1,90,1.0,0.25,0,0,0,0,18,1.0,2,0,0,0,0,0,39
95,Peltier,CAR,D,4.0,0,90,0.0,0.0,0,0,0,0,6,0.0,2,1,0,0,0,0,97
190,Hamer,HUD,GK,4.0,1,90,1.0,0.25,0,0,0,0,11,1.0,3,0,0,1,0,0,38
